id,brewery_id,name,cat_id,style_id,style_id_II,abv,descript
5573,539,Barnstormer Pale Ale,3,26,American-Style Pale Ale,4.800000191,"Our American Pale Ale. Made with American pale malt for a brilliant straw gold color, American hops (Cascade) for a refreshing citrusy hop character, and our signature ale yeast for a clean smooth finish. Available on draft, and seasonally in our Mixed"
5574,539,Buffalo Lager,8,95,American-Style Lager,4.800000191,"Light bodied golden beer, very balanced flavor with soft, clean finish. Available bottles at your favorite store and at an increasing # of bars."
5575,539,Bird of Prey IPA,1,2,English-Style India Pale Ale,8.260000229,Our true English style IPA. Bready English Malt gives this beer a firm backbone to hang truckloads of East Kent Golding Hops on. Available on draft at the brewery and select 'Beer Geek Bars' Feb. March April (if it lasts that long).
5576,539,Blizzard Bock,7,90,Traditional German-Style Bock,6.099999905,"Although it's named after our most famous weather event, this beer has nothing in common with the harsh bite of winter. In fact it's smooth slightly chocolaty flavor helps you forget Jack Frost altogether. German pale and Munich malts form the base flavors with hints of chocolate and caramel. Very soft, floral German hops ease the finish into dryness. Available on draft and in bottles from November to March."
5577,539,Sky Pilot Scotch Ale,1,15,Scotch Ale,6.5,With a coppery-amber color and a full malty body with flavors of nuts and toffee. The English hops lend enough 'spice' to leave a very drinkable finish to this comfort food of a beer. Available on draft from November to May.
5578,633,Mt. Takhoma Blonde Ale,3,37,Golden or Blonde Ale,3.799999952,"German Pilsner Malt and a touch of flaked wheat are used to produce this light bodied, straw colored ale. Horizon and Glacier hops provide the balance. This beer finishes crisp and dry. Try this with and orange slice. 3.8% ABV"
5579,633,Pinnacle Peak Pale Ale,3,26,American-Style Pale Ale,4.199999809,"This is a light bodied mildly hoppy ale brewed with a 2-row malted barley, Crystal, and a special Vienna malted barley. Golding and Cascade hops are used to provide the balanced palate for this fine session beer. 4.2% ABV"
5580,633,Brown's Point ESB,1,5,Extra Special Bitter,5.599999905,"This E.S.B. is definately the house favorite. Exclusively hopped with Fuggles, this full bodied amber ale finishes smooth and clean. 5.6% ABV"
5581,633,Puget Brown Porter,2,25,Porter,5.599999905,"Our brown porter is brewed with eight different malts to produce a smooth, well balanced, dark beer. A specially roasted barley provides a hint of chocolate. 5.6% ABV"
5582,150,Bonaventure Pale Ale,3,26,American-Style Pale Ale,5.5,Light amber color and a mild malty background. Well-hopped featuring Cascade hops with a distinct floral finish.
5583,673,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,3,43,American-Style Imperial Stout,9.399999619,"This Bodacious Oatmeal Russian Imperial Stout will crush you like no other! This is the grand-daddy of all stout styles, with an intensely deep roasted and full bodied flavor. A robust hop character adds a refreshing balance."
5584,100,The Oracle DIPA,3,32,Imperial or Double India Pale Ale,0,A double IPA that is sure to make you as all-knowing as Pythia.  It's just a matter of interpretation.
5585,1182,Goofy Foot Summer Wheat,11,116,Light American Wheat Ale or Lager,4.800000191,"This beer is lighter style and dry to the palate and with the distinct flavor of wheat makes for a perfect thirst-quenching beer. It is the ideal drink for beer drinker who appreciates tradition and personality in their beer, but also seeks a lighter, refreshing style, perfect for the summer months."
5588,385,Heavy Seas Prosit! Imperial Oktoberfest Lager,7,84,German-Style Oktoberfest,9,"Malt focused, made with five types of grain including Vienna and Munich malts -  plus a secret extra malt that we use only in our Prosit! Consider this bomber to be the burly big brother to our Clipper City MarzHon, a three year in a row winner at the Great American Beer Festival. We've balanced the sweetness of the malt with three kinds of hops making this one of the boldest marzen style lagers you'll ever try.

5 Kinds of Malt, 3 Kinds of Hops
estimated ABV 9% estimated IBU 25"
5589,385,Heavy Seas The Great Pumpkin Imperial Pumpkin Ale,11,123,Pumpkin Beer,8.5,"The secret is in the 2.5 pounds of spice per barrel for this fall brew. We add the pumpkin during the mash at precisely the right time to create just the perfect balance of malt, hops, pumpkin and spice.

estimated ABV 8.5% estimated IBU 25
Malt, Hops, Pumpkin & our Secret Spices"
5590,1258,Hooker Oktoberfest,7,84,German-Style Oktoberfest,5.800000191,"Originally brewed to celebrate the beginning of the German brewing season and the 1810 wedding of crown prince Ludwig of Bavaria and his bride-to-be, princess Therese of Saxon-Hildburghausen. This amber beer was brewed in March (""Marzenbier"") and left to age in cool lagering caves during the heat of the summer. Our rich and satisfying Bavarian-style OctoberFest comes from a special blend of imported German malts that creates a full-bodied brew and stresses a malty flavor and lingering aroma. Gently hopped and delicately balanced, its true-to-style, slow fermentation and long, cold maturation produces a luxuriously smooth, award-winning brew."
5591,1243,Terrapin Rye Pale Ale,3,26,American-Style Pale Ale,5.5,"By using an exact amount of rye, a grain seldom found in other micro brewed beers, the Rye Pale Ale acquires its signature taste. Made with five varieties of hops and a generous amount of specialty malts, it offers a complex flavor and aroma that is both aggressive and well balanced -  a rare find among beers.

The Terrapin Rye Pale Ale was released in Athens, GA in April of 2002 at the Classic City Brew Fest. Six months later this beer which was sold only in Athens was awarded the American Pale Ale Gold Medal at the 2002 Great American Beer Festival, the most prestigious competition in North America. We hope you will agree with our peers in the brewing industry that this is truly one of the best pale ales in the country."
5592,1243,India Style Brown Ale,3,38,American-Style Brown Ale,6,"The Terrapin India Style Brown Ale is a head on collision between a hoppy, west coast IPA and a complex, malty brown ale. Brewed with 5 varieties of hops and 7 different malts, this hybrid style represents the best of both worlds."
5593,1243,SunRay Wheat Beer,11,116,Light American Wheat Ale or Lager,4.699999809,"The Sunray Wheat is a German-style unfiltered wheat beer brewed with a touch of local Georgia Coast Tupelo honey from the Savannah Bee Company.

Its inviting banana and sweet clove like aroma gives way to a pleasant, clean finish with a hint of tartness.

This beer is available in the Terrapin 'All The Hits' Variety 12-pack as well as in individual 6-packs."
5594,1243,Terrapin Golden Ale,11,113,American-Style Cream Ale or Lager,5,"Terrapin Beer Company was started by two guys who love big, bold beers. We are known for using a ton of flavorful ingredients and for pushing the envelope with the brews we create.

We have also been known to take pleasure in hiking, biking, kayaking, and just plain having fun in the great outdoors. When we get hot and sweaty even hopheads like us want nothing more than to enjoy a beer that is crisp and refreshing.

Which is why we created the perfect session beer -  the Terrapin Golden Ale."
5595,1204,13th Anniversary Ale,3,30,American-Style Strong Pale Ale,9.5,"Stone 13th Anniversary Ale pours brilliant deep red with a light tan foam. Up front, the aroma is all piney, resinous and citrus hops. Upon tasting, the hops are still on the front, and they are balanced with the malty, toffee like flavors contributed from the blend of crystal and amber malts used in the brewhouse. The finish is deliciously bitter, with a touch of warmth provided by the 9.5% alcohol. Bitterness comes in at 90+ IBU."
5604,1089,Peroni,8,95,American-Style Lager,5.099999905,"Peroni Nastro Azzurro is an intensely crisp and refreshing lager beer, with
an unmistakable touch of Italian style
http://www.sabmiller.in/brands_peroni.html
Peroni Beer, Peroni Lager Beer, Peroni Nastro Azzurro Bee"
5606,1184,Tropical Mango,3,26,American-Style Pale Ale,4.5,"Our flagship beer that embodies the uniqueness and character of the Caribbean. Subtle malt notes start this beer off and it finishes with just the right amount of hops for balance.

Tropical Mango Pale Ale is a light pale ale with a mango fruit essence that is one of a kind taste. No matter where you are enjoying one it will bring you to a Caribbean state of mind."
5607,940,Oak Barrel Stout,3,42,American-Style Stout,5.199999809,Dominion Oak Barrel Stout raises the bar for American stouts. We use smoked and peated malts to create an intricate malt foundation.  Willamette and Cascade hops balance the malt character and our method of dry hopping with vanilla beans and oak chips pushes the depth of our stout's flavor spectrum even further.
5610,657,Ramstein Winter Wheat,7,92,German-Style Doppelbock,9.5,"Also referred to as a Doppelbock, this is the strongest beer made by High Point. Rich creamy head with bouquet of wheat malt, black current, clove, and apple. Deep full flavors of caramel and chocolate malt balance with hops for a smooth warming character. The finish is smooth and malty leading to a subtle alcohol and dark caramel finish. The wonderful balance of this beer provides a complex profile that hides the 9.5% alcohol content. The perfect companion for a cold winter night."
